 42.5	 69.0	80	58	 94.9	14.90
 43.4	 70.9	79	61	 96.7	15.37
 44.2	 64.7	77	59	 98.5	15.02
 45.2	 64.7	77	55	100.2	15.40
 46.1	 61.0	75	56	102.0	14.49
 47.1	 58.8	78	54	103.7	15.01
 48.1	 68.6	74	53	105.5	15.34
 49.0	 79.2	71	55	107.3	 9.39
 49.7	 74.3	70	57	110.0	15.88
 50.5	 56.3	79	58	112.0	17.83
 51.6	 52.5	90	57	113.8	13.66
 52.7	 54.4	94	59	116.0	14.91
 53.8	 53.6	90	62	118.1	15.01
 55.0	 56.9	84	60	120.2	16.15
 56.0	 56.1	82	58	122.1	16.00
 57.1	 59.4	83	58	124.1	15.74
 58.1	 56.7	83	59	125.8	15.74
 59.2	 56.9	82	57	127.8	15.62
 60.2	 55.5	80	57	129.7	15.21
 61.3	 58.3	78	55	131.5	14.36
 62.3	 55.8	80	56	133.6	15.35
 63.4	 58.3	81	54	135.6	15.95
 64.4	 56.7	81	54	137.7	15.55
 65.5	 58.1	79	54	139.7	15.52
 66.5	 58.5	81	54	141.8	13.35
 67.5	 58.9	81	55	144.0	12.72
 68.6	 58.3	84	57	146.6	14.46
 69.6	 58.4	83	58	148.9	14.53
 70.6	 57.8	86	59	151.0	13.14
 71.7	 62.8	81	57	153.3	14.90
 72.6	 60.2	82	58	155.4	14.94
 73.6	 64.5	80	57	157.4	15.26
 74.5	 64.0	81	59	159.4	18.83
 75.5	 72.6	82	59	161.6	12.53
 76.3	 79.6	80	61	163.8	16.38
 77.1	 70.4	83	64	165.8	15.90
 77.9	 65.4	86	62	167.9	16.07
 78.8	 60.0	85	62	170.1	15.96
 79.8	 58.0	86	60	172.2	15.50
 80.9	 58.5	81	58	174.2	17.41
 81.9	 58.9	81	57	176.1	16.24
 82.9	 58.4	78	57	178.0	14.06
 83.9	 60.6	79	56	180.0	15.21
 84.9	 58.5	77	57	182.0	15.19
 85.9	 61.3	79	57	184.0	14.39
 86.9	 58.4	78	59	186.1	14.81
 88.0	 60.9	80	58	188.2	16.28
 88.9	 56.8	80	60	190.1	13.31
 90.0	 59.1	80	58	192.4	14.48
 91.0	 55.6	80	59	194.6	14.67
 92.1	 57.0	78	57	196.6	15.16
 93.1	 58.9	79	58	198.7	24.18
 94.2	 57.5	77	58	204.0	12.68
 95.2	 63.3	79	57	206.1	12.51
 96.2	 58.4	79	60	208.4	 8.70
 97.2	 62.0	79	58	211.5	14.54
 98.1	 56.7	81	60	213.4	14.40
 99.2	 57.3	79	58	215.5	14.35
100.3	 60.6	80	58	217.8	14.69
101.2	 58.0	78	59	219.6	13.93
102.3	 59.5	78	57	221.6	15.58
103.3	 56.8	79	59	223.7	15.20
104.3	 58.8	76	57	225.8	14.28
105.4	 58.7	78	58	227.9	14.58
106.4	 60.0	75	57	230.1	15.57
107.4	 62.1	78	58	232.2	13.69
108.3	 58.6	77	60	234.2	13.58
109.4	 67.6	79	58	236.4	12.78
110.3	 77.7	77	61	238.7	14.87
111.0	 71.9	76	63	240.8	14.62
111.9	 72.6	79	61	242.8	14.75
112.7	 69.6	78	61	244.8	14.46
113.6	 65.6	81	61	246.9	15.81
114.5	 66.1	79	60	248.9	14.02
115.4	 62.5	80	60	251.0	15.07
116.3	 66.1	78	59	253.2	14.94
117.2	 63.6	77	60	255.3	14.70
118.2	 66.4	78	58	257.5	13.37
119.1	 64.1	75	59	259.7	13.52
120.0	 63.0	79	58	262.1	13.18
121.0	 63.4	77	59	264.5	13.76
121.9	 60.9	80	60	266.8	14.74
122.9	 61.3	79	59	269.0	13.86
123.9	 60.7	81	59	271.3	15.12
124.9	 61.0	79	59	273.5	13.62
125.9	 64.5	81	59	275.6	13.29
126.8	 62.6	79	60	277.7	10.29
127.8	 65.4	81	60	280.7	12.56
128.7	 61.7	80	62	283.0	14.28
129.6	 63.3	83	61	285.6	14.86
130.6	 59.8	81	62	287.8	13.28
131.6	 59.3	83	60	290.2	13.29
132.6	 57.6	81	60	292.6	12.70
133.6	 60.2	82	59	295.1	14.69
134.6	 59.6	78	59
135.7	 60.1	80	58
136.6	 59.1	78	59
137.7	 60.0	80	58
138.7	 58.5	77	59
139.7	 59.8	79	57
140.7	 59.4	77	58
141.7	 57.8	79	58
142.7	 56.6	77	58
143.8	 54.5	80	57
144.9	 56.8	75	56
146.0	 55.6	77	56
147.0	 61.6	74	55
148.0	 59.3	74	57
149.0	 61.2	76	56
150.0	 59.1	75	58
151.0	 60.7	78	57
152.0	 57.8	76	59
153.0	 56.7	80	58
154.1	 60.7	75	57
155.1	 59.5	77	57
156.1	 62.9	75	57
157.1	 58.9	79	59
158.1	 60.9	77	57
159.1	 59.3	80	59
160.1	 67.1	76	58
161.0	 65.9	78	59
161.9	 74.8	76	58
162.7	 71.6	75	59
163.5	 70.3	77	57
164.4	 71.9	73	56
165.2	 66.8	73	56
166.1	 71.3	71	53
166.9	 67.9	70	55
167.8	 70.1	72	54
168.7	 71.8	72	56
169.5	 65.8	76	58
170.4	 67.4	76	57
171.3	 61.9	77	59
172.3	 63.2	79	58
173.2	 60.4	76	57
174.2	 63.2	78	56
175.2	 60.7	76	58
176.2	 64.9	76	54
177.1	 61.7	75	57
178.1	 64.2	80	57
179.0	 60.5	79	60
180.0	 61.5	81	58
181.0	 60.6	78	59
182.0	 60.1	79	57
183.0	 60.1	77	57
184.0	 61.2	79	57
184.9	 60.7	77	57
185.9	 60.7	79	57
186.9	 61.5	77	57
187.9	 59.6	80	58
188.9	 61.6	76	57
189.9	 60.2	79	57
190.9	 60.4	76	56
191.9	 58.5	78	56
192.9	 63.2	75	55
193.8	 59.6	75	56
194.8	 61.7	76	54
195.8	 60.2	75	56
196.8	 65.2	76	55
197.7	 61.0	75	58
198.7	 62.5	78	56
199.7	 75.2	74	57
200.5	 82.6	71	58
201.2	 69.0	74	61
202.1	 57.7	86	59
203.1	 52.7	92	61
204.2	 57.5	90	61
205.3	 55.6	88	65
206.4	 59.3	84	62
207.4	 56.2	82	61
208.4	 57.6	82	59
209.5	 57.9	81	60
210.5	 67.9	82	59
211.4	 73.2	81	62
212.2	 70.3	79	61
213.1	 64.4	81	60
214.0	 64.1	79	59
215.0	 58.8	80	58
216.0	 62.8	78	56
216.9	 58.3	79	57
218.0	 59.6	79	54
219.0	 56.7	79	56
220.0	 58.8	78	53
221.0	 55.9	79	55
222.1	 60.5	77	53
223.1	 59.4	79	56
224.1	 64.2	77	54
225.1	 57.0	78	57
226.1	 60.4	78	54
227.1	 56.0	77	56
228.2	 59.3	76	53
229.2	 58.0	75	54
230.2	 60.5	75	52
231.2	 59.2	74	54
232.2	 62.0	75	53
233.2	 59.3	74	55
234.2	 60.2	76	54
235.2	 55.8	74	55
236.3	 56.2	75	53
237.3	 58.0	72	53
238.4	 57.6	74	53
239.4	 61.0	72	53
240.4	 60.2	74	55
241.4	 64.9	73	54
242.3	 63.4	76	56
243.3	 71.1	76	57
244.1	 63.3	79	61
245.1	 68.6	82	58
245.9	 62.8	82	62
246.9	 66.7	81	58
247.8	 65.6	80	59
248.7	 66.2	82	59
249.6	 68.5	80	59
250.5	 62.6	81	59
251.4	 66.5	78	56
252.3	 62.4	78	57
253.3	 64.8	77	54
254.2	 61.2	75	55
255.2	 62.1	76	53
256.2	 62.5	74	53
257.1	 59.6	76	54
258.1	 62.9	73	53
259.1	 61.0	75	54
260.1	 66.2	73	53
261.0	 60.5	72	55
262.0	 59.6	74	52
263.0	 59.1	71	52
264.0	 56.6	74	52
265.1	 62.8	71	51
266.0	 59.9	72	53
267.0	 64.1	71	52
268.0	 60.5	71	54
268.9	 61.9	74	53
269.9	 62.4	72	54
270.9	 60.7	76	54
271.9	 66.4	73	54
272.8	 58.5	75	56
273.8	 62.8	75	53
274.8	 59.5	76	56
275.8	 63.6	75	54
276.7	 61.0	74	56
277.7	 63.3	76	54
278.6	 63.3	74	55
279.6	 63.2	77	55
280.5	 72.3	76	56
281.4	 73.0	73	57
282.2	 67.3	75	57
283.1	 65.4	75	55
284.0	 63.2	72	54
284.9	 61.1	74	53
285.9	 64.5	71	52
286.9	 61.9	70	53
287.8	 63.2	72	52
288.8	 61.6	70	53
289.8	 59.3	73	52
290.8	 64.4	71	52
291.7	 59.4	72	54
292.7	 63.0	72	51
293.7	 61.0	69	53
294.6	 60.1	72	51
295.6	 67.3	69	51
296.5	 62.8	70	53
297.5	 63.3	72	52
298.4	 61.2	70	53
